XC-ID,scientific name,bird name,Vocalization Type,Author,Page URL
511669,Alcedo atthis,Common Kingfisher,"call, song",Patrik Åberg,https://xeno-canto.org/511669
511670,Alcedo atthis,Common Kingfisher,"call, song",Patrik Åberg,https://xeno-canto.org/511670
511671,Alcedo atthis,Common Kingfisher,"call, song",Patrik Åberg,https://xeno-canto.org/511671
538941,Alcedo atthis,Common Kingfisher,"call, duet, song",Regina Eidner,https://xeno-canto.org/538941
538943,Alcedo atthis,Common Kingfisher,"call, duet, song",Regina Eidner,https://xeno-canto.org/538943
544658,Alcedo atthis,Common Kingfisher,call,Bodo Sonnenburg,https://xeno-canto.org/544658
547485,Alcedo atthis,Common Kingfisher,call,Andrew Spencer,https://xeno-canto.org/547485
565476,Alcedo atthis,Common Kingfisher,"call, flight call",Nelson Conceição,https://xeno-canto.org/565476
581597,Alcedo atthis,Common Kingfisher,"call, duet, song",Regina Eidner,https://xeno-canto.org/581597
581598,Alcedo atthis,Common Kingfisher,"call, duet, song",Regina Eidner,https://xeno-canto.org/581598
581602,Alcedo atthis,Common Kingfisher,call,Regina Eidner,https://xeno-canto.org/581602
581603,Alcedo atthis,Common Kingfisher,"call, duet, song",Regina Eidner,https://xeno-canto.org/581603
581604,Alcedo atthis,Common Kingfisher,"call, duet, song",Regina Eidner,https://xeno-canto.org/581604
586204,Alcedo atthis,Common Kingfisher,"call, song",Tanguy Loïs,https://xeno-canto.org/586204
587571,Alcedo atthis,Common Kingfisher,"call, flight call",Jack Berteau,https://xeno-canto.org/587571
588742,Alcedo atthis,Common Kingfisher,call,Lars Edenius,https://xeno-canto.org/588742
591023,Alcedo atthis,Common Kingfisher,"call, flight call",brickegickel,https://xeno-canto.org/591023
591053,Alcedo atthis atthis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/591053
591054,Alcedo atthis atthis,Unknown,"call, flight call",Jarek Matusiak,https://xeno-canto.org/591054
591055,Alcedo atthis atthis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/591055
591056,Alcedo atthis atthis,Unknown,"call, aggression",Jarek Matusiak,https://xeno-canto.org/591056
595799,Alcedo atthis,Common Kingfisher,"call, flight call",Piotr Szczypinski,https://xeno-canto.org/595799
596958,Alcedo atthis,Common Kingfisher,call,Sunny Tseng,https://xeno-canto.org/596958
596959,Alcedo atthis,Common Kingfisher,call,Sunny Tseng,https://xeno-canto.org/596959
596985,Alcedo atthis,Common Kingfisher,call,Sunny Tseng,https://xeno-canto.org/596985
596986,Alcedo atthis,Common Kingfisher,call,Sunny Tseng,https://xeno-canto.org/596986
598195,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598195
598201,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598201
598207,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598207
598232,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598232
598240,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598240
598243,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598243
598249,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598249
598250,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598250
598253,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598253
598257,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598257
598291,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598291
598309,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598309
598313,Alcedo atthis,Common Kingfisher,call,Romuald Mikusek,https://xeno-canto.org/598313
614852,Alcedo atthis,Common Kingfisher,call,Tristan Guillebot de Nerville,https://xeno-canto.org/614852
637804,Alcedo atthis,Common Kingfisher,call,Regina Eidner,https://xeno-canto.org/637804
639350,Alcedo atthis,Common Kingfisher,"call, flight call",Nelson Conceição,https://xeno-canto.org/639350
639353,Alcedo atthis,Common Kingfisher,"call, flight call",Nelson Conceição,https://xeno-canto.org/639353
660702,Alcedo atthis,Common Kingfisher,call,Marcin Urbański,https://xeno-canto.org/660702
672625,Alcedo atthis,Common Kingfisher,call,Ad Hilders,https://xeno-canto.org/672625
672952,Alcedo atthis,Common Kingfisher,"call, flight call",Domagoj Tomičić,https://xeno-canto.org/672952
678863,Alcedo atthis atthis,Unknown,"call, flight call",Jarek Matusiak,https://xeno-canto.org/678863
679640,Alcedo atthis ispida,Unknown,call,Albert Noorlander,https://xeno-canto.org/679640
686539,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/686539
689882,Alcedo atthis,Common Kingfisher,call,Anita Rakitić,https://xeno-canto.org/689882
690633,Alcedo atthis,Common Kingfisher,"call, flight call",Recordfield Concept,https://xeno-canto.org/690633
692347,Alcedo atthis,Common Kingfisher,call,Stanislas Wroza,https://xeno-canto.org/692347
692348,Alcedo atthis,Common Kingfisher,call,Stanislas Wroza,https://xeno-canto.org/692348
692592,Alcedo atthis,Common Kingfisher,call,Jacobo Ramil MIllarengo,https://xeno-canto.org/692592
700053,Alcedo atthis,Common Kingfisher,"call, flight call, excited call",Beatrix Saadi-Varchmin,https://xeno-canto.org/700053
701102,Alcedo atthis,Common Kingfisher,"call, duet, song",Andris Dekants,https://xeno-canto.org/701102
712821,Alcedo atthis,Common Kingfisher,call,Hugo Cobos,https://xeno-canto.org/712821
712822,Alcedo atthis,Common Kingfisher,call,Hugo Cobos,https://xeno-canto.org/712822
712862,Alcedo atthis,Common Kingfisher,call,Dean McDonnell,https://xeno-canto.org/712862
715497,Alcedo atthis atthis,Unknown,"call, flight call",Alexis Bukowski,https://xeno-canto.org/715497
720512,Alcedo atthis,Common Kingfisher,call,Bo Shunqi,https://xeno-canto.org/720512
731994,Alcedo atthis,Common Kingfisher,call,Marc Anderson,https://xeno-canto.org/731994
738159,Alcedo atthis,Common Kingfisher,call,Jorge Leitão,https://xeno-canto.org/738159
742061,Alcedo atthis,Common Kingfisher,"call, flight call",Per Lindquist,https://xeno-canto.org/742061
743021,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/743021
743024,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/743024
743027,Alcedo atthis,Common Kingfisher,"call, flight call",Simon Elliott,https://xeno-canto.org/743027
743028,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/743028
743029,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/743029
743030,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/743030
744601,Alcedo atthis,Common Kingfisher,"call, agitation/agression calls",Irish Wildlife Sounds,https://xeno-canto.org/744601
744603,Alcedo atthis,Common Kingfisher,"call, agitation/agression calls",Irish Wildlife Sounds,https://xeno-canto.org/744603
744604,Alcedo atthis,Common Kingfisher,"call, agitation/agression calls",Irish Wildlife Sounds,https://xeno-canto.org/744604
748948,Alcedo atthis,Common Kingfisher,"call, flight call",Sergi,https://xeno-canto.org/748948
750723,Alcedo atthis,Common Kingfisher,call,Jorge Leitão,https://xeno-canto.org/750723
761560,Alcedo atthis,Common Kingfisher,call,Dean McDonnell,https://xeno-canto.org/761560
761561,Alcedo atthis,Common Kingfisher,"call, flight call",Dean McDonnell,https://xeno-canto.org/761561
763689,Alcedo atthis,Common Kingfisher,call,Branislav Oblučar,https://xeno-canto.org/763689
767390,Alcedo atthis,Common Kingfisher,call,Branislav Oblučar,https://xeno-canto.org/767390
780914,Alcedo atthis,Common Kingfisher,call,Bas,https://xeno-canto.org/780914
785261,Alcedo atthis,Common Kingfisher,"call, flight call",Teet Sirotkin,https://xeno-canto.org/785261
786075,Alcedo atthis,Common Kingfisher,"call, flight call",王自堃,https://xeno-canto.org/786075
787398,Alcedo atthis,Common Kingfisher,call,Christian Bøggild,https://xeno-canto.org/787398
787563,Alcedo atthis,Common Kingfisher,call,Dean McDonnell,https://xeno-canto.org/787563
791056,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/791056
791061,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/791061
794983,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/794983
794984,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/794984
804340,Alcedo atthis,Common Kingfisher,call,Bo Shunqi 薄顺奇,https://xeno-canto.org/804340
804341,Alcedo atthis,Common Kingfisher,call,Bo Shunqi 薄顺奇,https://xeno-canto.org/804341
804554,Alcedo atthis,Common Kingfisher,call,Bo Shunqi 薄顺奇,https://xeno-canto.org/804554
807503,Alcedo atthis,Common Kingfisher,call,SonoNatura,https://xeno-canto.org/807503
815908,Alcedo atthis,Common Kingfisher,"call, flight call",Albert Lastukhin,https://xeno-canto.org/815908
822281,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/822281
822282,Alcedo atthis,Common Kingfisher,call,Simon Elliott,https://xeno-canto.org/822282
826586,Alcedo atthis,Common Kingfisher,call,Luka BOLLET-DUGOUL,https://xeno-canto.org/826586
832430,Alcedo atthis,Common Kingfisher,call,Johannes Dag Mayer,https://xeno-canto.org/832430
832910,Alcedo atthis,Common Kingfisher,"call, duet, song",Regina Eidner,https://xeno-canto.org/832910
834329,Alcedo atthis,Common Kingfisher,"call, flight call",Johannes Dag Mayer,https://xeno-canto.org/834329
834683,Alcedo atthis,Common Kingfisher,call,florent yvert,https://xeno-canto.org/834683
835513,Alcedo atthis,Common Kingfisher,call,Pere Josa,https://xeno-canto.org/835513
840479,Alcedo atthis,Common Kingfisher,call,Bo Shunqi 薄顺奇,https://xeno-canto.org/840479
845632,Alcedo atthis,Common Kingfisher,call,Johannes Dag Mayer,https://xeno-canto.org/845632
845635,Alcedo atthis,Common Kingfisher,call,Johannes Dag Mayer,https://xeno-canto.org/845635
856964,Alcedo atthis,Common Kingfisher,call,Wim Jacobs,https://xeno-canto.org/856964
890255,Alcedo atthis,Common Kingfisher,"call, flight call",Bo Shunqi薄顺奇,https://xeno-canto.org/890255
924884,Alcedo atthis hispidoides,Unknown,call,Ding Li Yong,https://xeno-canto.org/924884
928954,Alcedo atthis,Common Kingfisher,"call, duet",Thomas Coldwell,https://xeno-canto.org/928954
929637,Alcedo atthis,Common Kingfisher,"call, flight call",Martin Billard,https://xeno-canto.org/929637
931189,Alcedo atthis hispidoides,Unknown,call,Ding Li Yong,https://xeno-canto.org/931189
936832,Alcedo atthis,Common Kingfisher,call,Johannes Dag Mayer,https://xeno-canto.org/936832
936833,Alcedo atthis,Common Kingfisher,call,Johannes Dag Mayer,https://xeno-canto.org/936833
938040,Alcedo atthis,Common Kingfisher,call,Kasper Wieck,https://xeno-canto.org/938040
941429,Alcedo atthis,Common Kingfisher,call,Johannes Dag Mayer,https://xeno-canto.org/941429
941430,Alcedo atthis,Common Kingfisher,call,Johannes Dag Mayer,https://xeno-canto.org/941430
941431,Alcedo atthis,Common Kingfisher,call,Johannes Dag Mayer,https://xeno-canto.org/941431
941432,Alcedo atthis,Common Kingfisher,call,Johannes Dag Mayer,https://xeno-canto.org/941432
980168,Alcedo atthis bengalensis,Unknown,"call, flight call",Lucas-Chen,https://xeno-canto.org/980168
985168,Alcedo atthis bengalensis,Unknown,"call, flight call",Ray Tsu 诸仁,https://xeno-canto.org/985168
985852,Alcedo atthis,Common Kingfisher,call,David Darrell-Lambert,https://xeno-canto.org/985852
145071,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Thijs Fijen,https://xeno-canto.org/145071
180291,Phoenicurus phoenicurus phoenicurus,Common Redstart,"call, dog",Mats Rellmar,https://xeno-canto.org/180291
324220,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Frank Lambert,https://xeno-canto.org/324220
359076,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Bram Piot,https://xeno-canto.org/359076
360425,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Bram Piot,https://xeno-canto.org/360425
399904,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Cedric Mroczko,https://xeno-canto.org/399904
399908,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Cedric Mroczko,https://xeno-canto.org/399908
399911,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Cedric Mroczko,https://xeno-canto.org/399911
416186,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Niels Krabbe,https://xeno-canto.org/416186
468368,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Frank Lambert,https://xeno-canto.org/468368
475978,Phoenicurus phoenicurus phoenicurus,Common Redstart,"call, song",Manuel Grosselet,https://xeno-canto.org/475978
497862,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Albert Lastukhin,https://xeno-canto.org/497862
497863,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Albert Lastukhin,https://xeno-canto.org/497863
497864,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Albert Lastukhin,https://xeno-canto.org/497864
497873,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Albert Lastukhin,https://xeno-canto.org/497873
548970,Phoenicurus phoenicurus phoenicurus,Common Redstart,"aberrant, call",Ralph Martin,https://xeno-canto.org/548970
644355,Phoenicurus phoenicurus phoenicurus,Common Redstart,"call, song",Nicolas Martinez,https://xeno-canto.org/644355
652106,Phoenicurus phoenicurus phoenicurus,Common Redstart,"call, song",Nicolas Martinez,https://xeno-canto.org/652106
720244,Phoenicurus phoenicurus phoenicurus,Common Redstart,"call, song",Nicolas Martinez,https://xeno-canto.org/720244
736753,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Francesco Barberini,https://xeno-canto.org/736753
818759,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,James Lambert,https://xeno-canto.org/818759
871148,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,András Schmidt,https://xeno-canto.org/871148
871149,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,András Schmidt,https://xeno-canto.org/871149
898803,Phoenicurus phoenicurus phoenicurus,Common Redstart,"call, song",Nicolas Martinez,https://xeno-canto.org/898803
902378,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Cedric Mroczko,https://xeno-canto.org/902378
90974,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Lars Lachmann,https://xeno-canto.org/90974
90975,Phoenicurus phoenicurus phoenicurus,Common Redstart,call,Lars Lachmann,https://xeno-canto.org/90975
122730,Prunella modularis modularis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/122730
149206,Prunella modularis,Dunnock,call,Jarek Matusiak,https://xeno-canto.org/149206
166344,Prunella modularis,Dunnock,call,Herman van der Meer,https://xeno-canto.org/166344
168380,Prunella modularis,Dunnock,call,david m,https://xeno-canto.org/168380
177650,Prunella modularis,Dunnock,call,david m,https://xeno-canto.org/177650
180292,Prunella modularis,Dunnock,call,Mats Rellmar,https://xeno-canto.org/180292
196787,Prunella modularis,Dunnock,call,david m,https://xeno-canto.org/196787
210529,Prunella modularis,Dunnock,"call, flight call",david m,https://xeno-canto.org/210529
211891,Prunella modularis,Dunnock,call,david m,https://xeno-canto.org/211891
281382,Prunella modularis,Dunnock,call,Peter Boesman,https://xeno-canto.org/281382
281383,Prunella modularis,Dunnock,call,Peter Boesman,https://xeno-canto.org/281383
281384,Prunella modularis,Dunnock,call,Peter Boesman,https://xeno-canto.org/281384
282687,Prunella modularis,Dunnock,"call, autumn-call",Joost van Bruggen,https://xeno-canto.org/282687
289867,Prunella modularis,Dunnock,call,Jack Berteau,https://xeno-canto.org/289867
319887,Prunella modularis,Dunnock,call,Timo Schnabel,https://xeno-canto.org/319887
345914,Prunella modularis,Dunnock,call,Tero Linjama,https://xeno-canto.org/345914
345916,Prunella modularis,Dunnock,call,Tero Linjama,https://xeno-canto.org/345916
353951,Prunella modularis,Dunnock,call,david m,https://xeno-canto.org/353951
361984,Prunella modularis,Dunnock,call,Lars Buckx,https://xeno-canto.org/361984
366046,Prunella modularis,Dunnock,call,Jerome Fischer,https://xeno-canto.org/366046
375778,Prunella modularis,Dunnock,call,Philippe Verbelen,https://xeno-canto.org/375778
383539,Prunella modularis,Dunnock,call,Timo Schnabel,https://xeno-canto.org/383539
394662,Prunella modularis,Dunnock,call,Frank Roos,https://xeno-canto.org/394662
407617,Prunella modularis,Dunnock,call,Sonnenburg,https://xeno-canto.org/407617
408901,Prunella modularis modularis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/408901
434107,Prunella modularis,Dunnock,call,Lukas Thiess,https://xeno-canto.org/434107
439800,Prunella modularis,Dunnock,"call, flight call",Piotr Szczypinski,https://xeno-canto.org/439800
443806,Prunella modularis,Dunnock,"call, song",Raoul Kima,https://xeno-canto.org/443806
446347,Prunella modularis,Dunnock,call,Jordi Calvet,https://xeno-canto.org/446347
462926,Prunella modularis,Dunnock,call,brickegickel,https://xeno-canto.org/462926
463257,Prunella modularis,Dunnock,call,Michał Jezierski,https://xeno-canto.org/463257
499625,Prunella modularis,Dunnock,call,Lars Edenius,https://xeno-canto.org/499625
503769,Prunella modularis,Dunnock,call,Beatrix Saadi-Varchmin,https://xeno-canto.org/503769
507766,Prunella modularis,Dunnock,call,Andrew Harrop,https://xeno-canto.org/507766
507857,Prunella modularis,Dunnock,call,Luis Gracia,https://xeno-canto.org/507857
512830,Prunella modularis obscura,Unknown,call,Cedric Mroczko,https://xeno-canto.org/512830
513465,Prunella modularis,Dunnock,call,Michał Jezierski,https://xeno-canto.org/513465
517824,Prunella modularis,Dunnock,call,Sean Ronayne,https://xeno-canto.org/517824
522563,Prunella modularis,Dunnock,call,Stanislas Wroza,https://xeno-canto.org/522563
529005,Prunella modularis,Dunnock,call,Albert Noorlander,https://xeno-canto.org/529005
553081,Prunella modularis,Dunnock,call,Albert Noorlander,https://xeno-canto.org/553081
553872,Prunella modularis,Dunnock,call,Alain Malengreau,https://xeno-canto.org/553872
572457,Prunella modularis,Dunnock,call,Jorge Leitão,https://xeno-canto.org/572457
586313,Prunella modularis,Dunnock,call,Albert Lastukhin,https://xeno-canto.org/586313
587243,Prunella modularis,Dunnock,"call, quick series",Stanislas Wroza,https://xeno-canto.org/587243
588651,Prunella modularis,Dunnock,call,Peter Boesman,https://xeno-canto.org/588651
592701,Prunella modularis,Dunnock,call,Alain Verneau,https://xeno-canto.org/592701
594397,Prunella modularis modularis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/594397
594399,Prunella modularis modularis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/594399
594402,Prunella modularis modularis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/594402
594403,Prunella modularis modularis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/594403
594406,Prunella modularis modularis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/594406
594408,Prunella modularis modularis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/594408
594411,Prunella modularis modularis,Unknown,call,Jarek Matusiak,https://xeno-canto.org/594411
594682,Prunella modularis,Dunnock,call,Peter Boesman,https://xeno-canto.org/594682
594759,Prunella modularis,Dunnock,call,Jarek Matusiak,https://xeno-canto.org/594759
595074,Prunella modularis,Dunnock,call,Krzysztof Deoniziak,https://xeno-canto.org/595074
596068,Prunella modularis,Dunnock,call,Peter Boesman,https://xeno-canto.org/596068
598493,Prunella modularis,Dunnock,call,Tanguy Loïs,https://xeno-canto.org/598493
600016,Prunella modularis,Dunnock,call,Krzysztof Jankowski,https://xeno-canto.org/600016
600456,Prunella modularis,Dunnock,call,Pere Josa,https://xeno-canto.org/600456
602636,Prunella modularis,Dunnock,"call, ""tieu"", metallic call",Stanislas Wroza,https://xeno-canto.org/602636
602993,Prunella modularis,Dunnock,call,Luis Gracia,https://xeno-canto.org/602993
603886,Prunella modularis,Dunnock,call,Jack Berteau,https://xeno-canto.org/603886
604452,Prunella modularis,Dunnock,call,Xavier Riera,https://xeno-canto.org/604452
616831,Prunella modularis,Dunnock,call,Jordi Calvet,https://xeno-canto.org/616831
619030,Prunella modularis modularis,Unknown,call,david m,https://xeno-canto.org/619030
622405,Prunella modularis,Dunnock,call,jesus carrion,https://xeno-canto.org/622405
627785,Prunella modularis,Dunnock,call,Twan Mols,https://xeno-canto.org/627785
635993,Prunella modularis,Dunnock,call,Florian Kubala,https://xeno-canto.org/635993
643839,Prunella modularis,Dunnock,call,Domagoj Tomičić,https://xeno-canto.org/643839
670204,Prunella modularis,Dunnock,"call, flight call",Lars Edenius,https://xeno-canto.org/670204
673463,Prunella modularis,Dunnock,"call, flight call",Will Scott,https://xeno-canto.org/673463
691755,Prunella modularis,Dunnock,call,Joost van Bruggen,https://xeno-canto.org/691755
691756,Prunella modularis,Dunnock,call,Joost van Bruggen,https://xeno-canto.org/691756
692654,Prunella modularis,Dunnock,call,Jordi Calvet,https://xeno-canto.org/692654
747349,Prunella modularis,Dunnock,"call, flight call",Lars Edenius,https://xeno-canto.org/747349
755698,Prunella modularis,Dunnock,call,Dominique Guillerme,https://xeno-canto.org/755698
761839,Prunella modularis,Dunnock,call,Bodo Sonnenburg,https://xeno-canto.org/761839
852947,Prunella modularis,Dunnock,call,Rob van Bemmelen,https://xeno-canto.org/852947
864134,Prunella modularis,Dunnock,call,Jacobo Ramil Millarengo,https://xeno-canto.org/864134
926802,Prunella modularis,Dunnock,call,David Boyle,https://xeno-canto.org/926802
939970,Prunella modularis,Dunnock,call,Susanne Kuijpers,https://xeno-canto.org/939970
943151,Prunella modularis,Dunnock,"call, Call on migration",Jarek Matusiak,https://xeno-canto.org/943151
943156,Prunella modularis,Dunnock,"call, Call on migration",Jarek Matusiak,https://xeno-canto.org/943156
943768,Prunella modularis,Dunnock,call,Jorge Leitão,https://xeno-canto.org/943768
948864,Prunella modularis,Dunnock,call,Paul Kelly,https://xeno-canto.org/948864
950639,Prunella modularis,Dunnock,call,Jacobo Ramil Millarengo,https://xeno-canto.org/950639
950744,Prunella modularis,Dunnock,call,Jarek Matusiak,https://xeno-canto.org/950744
951966,Prunella modularis,Dunnock,"call, song",Mark Plummer,https://xeno-canto.org/951966
964835,Prunella modularis,Dunnock,call,Sonothèque ADVL,https://xeno-canto.org/964835
147105,Sylvia atricapilla atricapilla,Unknown,call,julien Rochefort,https://xeno-canto.org/147105
150602,Sylvia atricapilla,Eurasian Blackcap,call,Jarek Matusiak,https://xeno-canto.org/150602
169787,Sylvia atricapilla,Eurasian Blackcap,call,Jordi Calvet,https://xeno-canto.org/169787
240182,Sylvia atricapilla,Eurasian Blackcap,"call, song, spec. ""leier"" motive",Beatrix Saadi-Varchmin,https://xeno-canto.org/240182
241939,Sylvia atricapilla,Eurasian Blackcap,"call, song",Frank Holzapfel,https://xeno-canto.org/241939
246947,Sylvia atricapilla,Eurasian Blackcap,call,Jerome Fischer,https://xeno-canto.org/246947
281563,Sylvia atricapilla,Eurasian Blackcap,call,Peter Boesman,https://xeno-canto.org/281563
281564,Sylvia atricapilla,Eurasian Blackcap,call,Peter Boesman,https://xeno-canto.org/281564
281567,Sylvia atricapilla,Eurasian Blackcap,call,Peter Boesman,https://xeno-canto.org/281567
295770,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Jordi Calvet,https://xeno-canto.org/295770
297646,Sylvia atricapilla,Eurasian Blackcap,call,Jordi Calvet,https://xeno-canto.org/297646
315822,Sylvia atricapilla,Eurasian Blackcap,"call, song",Timo Schnabel,https://xeno-canto.org/315822
318824,Sylvia atricapilla,Eurasian Blackcap,"call, song, with whistlings between song and call",Beatrix Saadi-Varchmin,https://xeno-canto.org/318824
357542,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call, two types of call",Stanislas Wroza,https://xeno-canto.org/357542
357545,Sylvia atricapilla,Eurasian Blackcap,"call, classic ""tak"" call",Stanislas Wroza,https://xeno-canto.org/357545
362432,Sylvia atricapilla,Eurasian Blackcap,call,Sauro Giannerini,https://xeno-canto.org/362432
366495,Sylvia atricapilla,Eurasian Blackcap,call,Thomas Lüthi,https://xeno-canto.org/366495
374877,Sylvia atricapilla,Eurasian Blackcap,"call, song",Peter Boesman,https://xeno-canto.org/374877
384870,Sylvia atricapilla,Eurasian Blackcap,call,Antonio Xeira,https://xeno-canto.org/384870
400561,Sylvia atricapilla,Eurasian Blackcap,call,Jordi Calvet,https://xeno-canto.org/400561
406323,Sylvia atricapilla,Eurasian Blackcap,call,Jerome Fischer,https://xeno-canto.org/406323
417978,Sylvia atricapilla,Eurasian Blackcap,call,Jorge Leitão,https://xeno-canto.org/417978
466684,Sylvia atricapilla heineken,Unknown,"call, song",Rubén Barone,https://xeno-canto.org/466684
467219,Sylvia atricapilla,Eurasian Blackcap,call,Ireneusz Oleksik,https://xeno-canto.org/467219
468065,Sylvia atricapilla,Eurasian Blackcap,"call, song",Harry Heuven,https://xeno-canto.org/468065
469530,Sylvia atricapilla,Eurasian Blackcap,"call, song, subsong",Frank Holzapfel,https://xeno-canto.org/469530
488479,Sylvia atricapilla,Eurasian Blackcap,call,Piotr Szczypinski,https://xeno-canto.org/488479
490832,Sylvia atricapilla,Eurasian Blackcap,call,Stanislas Wroza,https://xeno-canto.org/490832
496589,Sylvia atricapilla,Eurasian Blackcap,"call, ""tak"" and ""djii""",Stanislas Wroza,https://xeno-canto.org/496589
511804,Sylvia atricapilla,Eurasian Blackcap,"aberrant, call",Patrik Åberg,https://xeno-canto.org/511804
512140,Sylvia atricapilla,Eurasian Blackcap,call,Sean Ronayne,https://xeno-canto.org/512140
512547,Sylvia atricapilla,Eurasian Blackcap,"call, song, subsong",Nelson Conceição,https://xeno-canto.org/512547
521586,Sylvia atricapilla,Eurasian Blackcap,call,Sean Ronayne,https://xeno-canto.org/521586
546030,Sylvia atricapilla,Eurasian Blackcap,"call, ""tac and djii""",Gerard OLIVIER,https://xeno-canto.org/546030
549327,Sylvia atricapilla,Eurasian Blackcap,call,Peter Boesman,https://xeno-canto.org/549327
550277,Sylvia atricapilla,Eurasian Blackcap,"call, song, chasing",Stanislas Wroza,https://xeno-canto.org/550277
553308,Sylvia atricapilla,Eurasian Blackcap,"call, song",Ireneusz Oleksik,https://xeno-canto.org/553308
555669,Sylvia atricapilla,Eurasian Blackcap,call,Alain Verneau,https://xeno-canto.org/555669
556922,Sylvia atricapilla,Eurasian Blackcap,"call, flight call, nuptial call",Stanislas Wroza,https://xeno-canto.org/556922
560890,Sylvia atricapilla,Eurasian Blackcap,"call, ""tak""",Stanislas Wroza,https://xeno-canto.org/560890
560893,Sylvia atricapilla,Eurasian Blackcap,"call, ""tak"", nuptial call",Stanislas Wroza,https://xeno-canto.org/560893
562007,Sylvia atricapilla,Eurasian Blackcap,"call, song, quiet-call, silent song of a male near a female",Albert Lastukhin,https://xeno-canto.org/562007
562008,Sylvia atricapilla,Eurasian Blackcap,call,Albert Lastukhin,https://xeno-canto.org/562008
567055,Sylvia atricapilla,Eurasian Blackcap,call,Tanguy Loïs,https://xeno-canto.org/567055
577449,Sylvia atricapilla,Eurasian Blackcap,"call, dry takking, tak and djih",Stanislas Wroza,https://xeno-canto.org/577449
577451,Sylvia atricapilla,Eurasian Blackcap,"call, dry tak",Stanislas Wroza,https://xeno-canto.org/577451
580204,Sylvia atricapilla,Eurasian Blackcap,call,Bodo Sonnenburg,https://xeno-canto.org/580204
586244,Sylvia atricapilla,Eurasian Blackcap,call,W. Agster,https://xeno-canto.org/586244
587045,Sylvia atricapilla,Eurasian Blackcap,call,Bodo Sonnenburg,https://xeno-canto.org/587045
599596,Sylvia atricapilla,Eurasian Blackcap,"call, call to sleep",Jorge Leitão,https://xeno-canto.org/599596
